0.320074,-1.504123
0.934398,-0.337837
0.545218,-1.086348
0.383154,-0.637350
0.257001,-1.441657
0.269928,-0.688370
0.054881,-1.795728
0.326387,-1.305307
0.293508,1.558930
0.500679,1.006479
0.936814,0.354155
0.017563,1.227506
0.640718,-0.894336
0.443118,-1.272167
0.723591,-0.629086
0.718170,-0.140972
0.528659,0.483923
0.918096,-0.389585
0.992048,-0.076981
0.006819,-2.403168
0.406230,-1.337726
0.488138,0.772912
0.280753,-1.207744
0.313330,1.014109
0.429001,0.231184
0.886115,0.460572
0.400543,1.211803
0.154875,1.924332
0.225772,-1.623513
0.661010,-0.754130
0.067620,-2.304508
0.038154,-0.118167
0.467338,-1.189468
0.004462,3.282857
0.126997,-1.916461
0.825993,-0.608083
0.754966,-0.151403
0.362328,-0.823658
0.643541,0.938644
0.245510,-0.435330
0.620831,-0.308682
0.149569,0.577848
0.272023,1.218040
0.457224,-1.148913
0.951980,0.281466
0.326653,1.379232
0.433257,0.014408
0.047678,-1.127983
0.950926,0.072670
0.511566,0.890128
0.025515,1.406043
0.175159,1.547295
0.237843,-1.523554
0.716988,-0.685809
0.072052,2.254260
0.662783,-0.703027
0.181554,-1.308286
0.865565,-0.516877
0.290077,-0.696352
0.222035,-0.130272
0.202045,0.269948
0.551311,0.782812
0.074460,-2.132917
0.765096,0.718485
0.262764,-0.300222
0.747456,-0.760096
0.245829,-0.944893
0.207098,-0.639995
0.310265,-1.048338
0.923597,0.310619
0.496246,-0.985576
0.087522,2.200647
0.851955,0.173801
0.003977,1.786141
0.273556,-0.955942
0.917478,0.392863
0.283243,-1.547817
0.797024,-0.568660
0.730950,0.706379
0.428678,0.356961
0.376172,-0.597311
0.293558,0.759253
0.527932,1.088116
0.910566,0.308714
0.178462,-1.560249
0.396082,1.272711
0.316667,0.309333
0.274265,-1.413162
0.543270,-0.082192
0.040545,-2.395243
0.553153,0.574171
0.958967,-0.190173
0.062936,0.134634
0.460756,1.099359
0.603981,0.791538
0.146250,1.939178
0.933248,0.309527
0.683228,0.866969
0.477531,0.826797
0.543992,0.761396
0.179672,0.059916
0.762371,0.372036
0.568430,-0.869173
0.098473,2.108215
0.294089,0.058550
0.378438,-1.129572
0.528614,-0.990613
0.489571,0.236900
0.011951,1.991404
0.527827,0.412679
0.170965,-1.541996
0.407846,-0.646458
0.853830,-0.215635
0.749464,0.006899
0.450847,-0.967567
0.146657,1.230574
0.569819,1.013148
0.828231,0.548634
0.024911,-1.245670
