1,0.668684002
2,0.689774025
3,0.648388984
4,0.785198763
5,0.515038867
6,0.965490375
7,0.830617218
8,0.298927885
9,0.184373164
10,0.911332146
11,0.950595219
12,0.516144634
13,0.228609391
14,0.772961043
15,0.276106334
16,0.488465933
17,0.505580903
18,0.593613569
19,0.572850547
20,0.236171196
21,0.453258039
22,0.367758922
23,0.913426648
24,0.272415841
25,0.561299424
26,0.554858082
27,0.899545174
28,0.66598393
29,0.569558619
30,0.915551214
31,0.556801878
32,0.108120456
33,0.543517913
34,0.616153065
35,0.728999902
36,0.239880238
37,0.134149126
