1,5.336706178
1.1,4.52027263
1.2,6.161583011
1.3,8.133784899
1.4,8.482076314
1.5,6.542355662
1.6,6.310191226
1.7,7.22176795
1.8,5.234727117
1.9,8.000207429
2,7.128461552
2.1,4.875503124
2.2,6.365655421
2.3,7.948223777
2.4,7.968195713
2.5,6.624089689
2.6,10.42091612
2.7,7.959408987
2.8,8.03664772
2.9,10.23062172
3,9.007061102
3.1,7.965833976
3.2,7.481072988
3.3,8.168568467
3.4,12.02428435
3.5,9.109957082
3.6,10.37944483
3.7,11.21385402
3.8,10.15939014
3.9,8.050219649
4,10.13172508
4.1,11.4749873
4.2,11.70101326
4.3,11.10766119
4.4,13.03503041
4.5,9.768773838
4.6,13.116606
4.7,14.34639501
4.8,14.49939774
4.9,13.39377438
5,14.3410789
5.1,15.30435224
5.2,11.94330905
5.3,13.94339398
5.4,13.314505
5.5,15.08150738
5.6,15.11917668
5.7,13.57670558
5.8,13.52212429
5.9,12.28970508
6,15.20668684
6.1,14.27594252
6.2,14.95106802
6.3,14.77036938
6.4,14.10420557
6.5,18.33862284
6.6,15.22681096
6.7,16.8119086
6.8,17.75556798
6.9,17.5610454
7,16.38462277
7.1,16.42161823
7.2,16.74587344
7.3,16.28648019
7.4,18.43035347
7.5,19.09387153
7.6,21.1737795
7.7,16.57072392
7.8,18.47973051
7.9,18.52653009
8,20.59056314
8.1,18.01381051
8.2,19.11912228
8.3,16.42966473
8.4,18.44525912
8.5,19.93607693
8.6,18.33917595
8.7,18.27752232
8.8,20.90329436
8.9,18.62516086
9,19.82035549
